GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37
0500000US09003,09003,"Hartford County, Connecticut",350369,2526,(X),(X),307961,3722,87.9,0.8,268172,4710,76.5,1.2,30735,2402,8.8,0.7,258949,4260,73.9,1.0,19795,2270,5.6,0.6,207247,4849,59.2,1.3,5363,1117,1.5,0.3,12905,1870,3.7,0.5,188,162,0.1,0.1,42408,2791,12.1,0.8,289008,3869,82.5,0.9,1251,530,0.4,0.2,287757,3829,82.1,0.9,235022,4531,67.1,1.2,31689,2980,9.0,0.8,250278,3970,71.4,1.1,11759,1981,3.4,0.6,61361,3285,17.5,0.9,49458,3043,(X),(X),159,204,0.3,0.4,26121,2488,52.8,3.7,23178,2217,46.9,3.6,137370,4532,(X),(X),504,241,0.4,0.2,106308,4332,77.4,1.9,30558,2790,22.2,1.9,163541,4538,(X),(X),588,420,0.4,0.3,155328,4639,95.0,0.9,7625,1450,4.7,0.9
0500000US09005,09005,"Litchfield County, Connecticut",74105,1681,(X),(X),67806,1682,91.5,1.2,62150,1854,83.9,1.6,8708,1172,11.8,1.6,53986,1998,72.9,2.0,2096,801,2.8,1.1,44900,2220,60.6,2.7,1388,497,1.9,0.7,2239,660,3.0,0.9,0,200,0.0,0.2,6299,911,8.5,1.2,64549,2170,87.1,1.9,316,215,0.4,0.3,64233,2138,86.7,1.8,49425,2368,66.7,2.4,3885,1042,5.2,1.4,59377,2146,80.1,2.1,1719,535,2.3,0.7,9556,1362,12.9,1.9,6566,1053,(X),(X),70,119,1.1,1.8,4569,866,69.6,7.7,1927,598,29.3,7.6,29699,2127,(X),(X),176,152,0.6,0.5,24391,2110,82.1,3.0,5132,925,17.3,3.1,37840,2183,(X),(X),70,86,0.2,0.2,35273,2191,93.2,2.1,2497,811,6.6,2.1
0500000US09007,09007,"Middlesex County, Connecticut",66002,1801,(X),(X),58518,2043,88.7,2.0,54895,2158,83.2,2.3,6126,1128,9.3,1.7,50087,2290,75.9,2.6,1951,681,3.0,1.0,36787,2204,55.7,2.8,442,229,0.7,0.3,1338,439,2.0,0.7,0,200,0.0,0.2,7484,1374,11.3,2.0,56331,2158,85.3,2.4,80,94,0.1,0.1,56251,2168,85.2,2.4,46880,2303,71.0,2.6,4507,905,6.8,1.3,50409,2138,76.4,2.7,2302,770,3.5,1.2,9671,1603,14.7,2.4,7637,1373,(X),(X),0,200,0.0,2.1,4159,949,54.5,9.6,3478,1030,45.5,9.6,22779,1867,(X),(X),41,69,0.2,0.3,18038,1926,79.2,4.5,4700,1037,20.6,4.5,35586,2226,(X),(X),39,65,0.1,0.2,34054,2139,95.7,2.1,1493,777,4.2,2.1
0500000US09009,09009,"New Haven County, Connecticut",327560,3536,(X),(X),288870,4392,88.2,1.0,254214,4878,77.6,1.2,28465,2230,8.7,0.7,243311,4305,74.3,1.1,18799,2129,5.7,0.6,182039,4515,55.6,1.2,4767,1049,1.5,0.3,14759,2097,4.5,0.6,42,68,0.0,0.1,38690,3226,11.8,1.0,272274,4836,83.1,1.2,2617,922,0.8,0.3,269657,4726,82.3,1.2,215639,4891,65.8,1.3,21386,2120,6.5,0.7,241891,5286,73.8,1.4,13571,2082,4.1,0.6,55286,4078,16.9,1.2,45601,3131,(X),(X),272,223,0.6,0.5,26595,2428,58.3,3.3,18734,1986,41.1,3.4,137161,4993,(X),(X),1765,751,1.3,0.6,105681,5142,77.0,2.0,29715,2766,21.7,2.0,144798,4307,(X),(X),580,428,0.4,0.3,137381,4021,94.9,1.0,6837,1426,4.7,0.9
0500000US09011,09011,"New London County, Connecticut",105113,2058,(X),(X),94664,2427,90.1,1.4,84003,2502,79.9,1.9,10248,1373,9.7,1.3,77055,2764,73.3,2.1,4791,1122,4.6,1.1,65234,2498,62.1,2.4,1754,731,1.7,0.7,2440,615,2.3,0.6,43,70,0.0,0.1,10449,1516,9.9,1.4,90302,2581,85.9,1.8,360,206,0.3,0.2,89942,2634,85.6,1.9,76804,2680,73.1,2.1,8127,1517,7.7,1.4,78836,2778,75.0,2.3,5546,1140,5.3,1.1,14811,1959,14.1,1.8,12565,1644,(X),(X),104,128,0.8,1.0,7406,1294,58.9,7.3,5055,1148,40.2,7.3,42866,2552,(X),(X),173,126,0.4,0.3,34924,2501,81.5,3.1,7769,1396,18.1,3.1,49682,2812,(X),(X),83,96,0.2,0.2,47612,2630,95.8,1.2,1987,598,4.0,1.1
0500000US09013,09013,"Tolland County, Connecticut",54068,1539,(X),(X),49014,1907,90.7,2.3,45212,1804,83.6,2.3,4814,750,8.9,1.4,39827,1877,73.7,2.4,1228,588,2.3,1.1,36372,2124,67.3,3.4,1338,686,2.5,1.3,2344,1063,4.3,2.0,0,200,0.0,0.3,5054,1227,9.3,2.3,46306,1975,85.6,2.7,144,122,0.3,0.2,46162,1994,85.4,2.7,38941,1874,72.0,2.6,2794,823,5.2,1.5,42519,1791,78.6,2.4,1260,489,2.3,0.9,7762,1458,14.4,2.7,5777,1154,(X),(X),59,98,1.0,1.7,3432,1149,59.4,13.8,2286,845,39.6,13.6,19260,1869,(X),(X),0,200,0.0,0.9,15151,1641,78.7,5.5,4109,1208,21.3,5.5,29031,1891,(X),(X),85,104,0.3,0.4,27579,1803,95.0,2.2,1367,644,4.7,2.1
0500000US09015,09015,"Windham County, Connecticut",44734,1183,(X),(X),38645,1643,86.4,2.8,33575,1997,75.1,3.9,5151,1101,11.5,2.5,30966,1728,69.2,3.0,3156,956,7.1,2.1,22346,1795,50.0,3.6,802,483,1.8,1.1,750,443,1.7,1.0,0,200,0.0,0.4,6089,1236,13.6,2.8,36715,1657,82.1,2.8,240,177,0.5,0.4,36475,1628,81.5,2.8,29946,1828,66.9,3.6,4193,1123,9.4,2.5,31556,1785,70.5,3.5,1752,633,3.9,1.4,8019,1273,17.9,2.8,7105,1294,(X),(X),90,130,1.3,1.8,4310,962,60.7,10.7,2705,1006,38.1,11.1,19333,1709,(X),(X),150,154,0.8,0.8,15258,1630,78.9,4.1,3925,858,20.3,4.2,18296,1612,(X),(X),0,200,0.0,0.9,16907,1697,92.4,3.9,1389,718,7.6,3.9
0500000US10001,10001,"Kent County, Delaware",64452,1537,(X),(X),58140,1931,90.2,1.7,49495,2310,76.8,2.8,5694,1227,8.8,1.9,48778,1999,75.7,2.5,5922,1531,9.2,2.4,36187,2146,56.1,3.0,743,324,1.2,0.5,1126,415,1.7,0.6,0,193,0.0,0.2,6312,1107,9.8,1.7,54683,2200,84.8,2.4,184,170,0.3,0.3,54499,2191,84.6,2.4,45067,2133,69.9,2.6,7641,1371,11.9,2.1,44549,2221,69.1,2.8,2976,784,4.6,1.2,9769,1528,15.2,2.4,9744,1620,(X),(X),80,128,0.8,1.3,6679,1354,68.5,7.6,2985,869,30.6,7.8,34190,2360,(X),(X),104,112,0.3,0.3,27905,2154,81.6,3.1,6181,1160,18.1,3.1,20518,1995,(X),(X),0,193,0.0,0.8,19915,1997,97.1,1.7,603,353,2.9,1.7
0500000US10003,10003,"New Castle County, Delaware",203782,2314,(X),(X),187388,2893,92.0,0.9,159427,3878,78.2,1.6,14802,1699,7.3,0.8,162458,3472,79.7,1.3,11845,1828,5.8,0.9,129218,3816,63.4,1.7,2105,721,1.0,0.4,5537,1123,2.7,0.5,183,169,0.1,0.1,16394,1722,8.0,0.9,173800,3407,85.3,1.2,481,243,0.2,0.1,173319,3408,85.1,1.2,139377,3908,68.4,1.7,10207,1424,5.0,0.7,160163,3783,78.6,1.4,6318,1172,3.1,0.6,29982,2352,14.7,1.2,27405,2465,(X),(X),208,178,0.8,0.6,16192,2165,59.1,4.4,11005,1292,40.2,4.4,85240,3224,(X),(X),232,155,0.3,0.2,70215,3378,82.4,1.9,14793,1664,17.4,2.0,91137,3678,(X),(X),41,68,0.0,0.1,86912,3527,95.4,1.2,4184,1110,4.6,1.2
0500000US10005,10005,"Sussex County, Delaware",82851,2545,(X),(X),72980,2643,88.1,1.5,63345,2420,76.5,1.6,9167,1206,11.1,1.4,58797,2646,71.0,1.8,5692,1195,6.9,1.4,44747,2827,54.0,2.7,1503,622,1.8,0.7,1783,580,2.2,0.7,51,86,0.1,0.1,9871,1272,11.9,1.5,64982,2494,78.4,1.7,200,172,0.2,0.2,64782,2473,78.2,1.7,51304,2632,61.9,2.2,8572,1415,10.3,1.7,52182,2751,63.0,2.4,4865,876,5.9,1.1,17869,1537,21.6,1.7,9260,1454,(X),(X),56,71,0.6,0.8,4216,971,45.5,7.0,4988,966,53.9,7.1,41987,2191,(X),(X),50,63,0.1,0.1,31118,1945,74.1,3.0,10819,1446,25.8,3.0,31604,2163,(X),(X),94,143,0.3,0.5,29448,2142,93.2,1.8,2062,546,6.5,1.7
0500000US11001,11001,"District of Columbia, District of Columbia",281241,3152,(X),(X),252726,3982,89.9,1.1,217858,4513,77.5,1.4,15952,1666,5.7,0.6,229594,4112,81.6,1.1,22233,2544,7.9,0.9,168762,5188,60.0,1.7,2372,647,0.8,0.2,6145,1103,2.2,0.4,46,76,0.0,0.1,28515,3099,10.1,1.1,224807,4345,79.9,1.3,390,289,0.1,0.1,224417,4317,79.8,1.3,202964,4732,72.2,1.5,21622,2110,7.7,0.7,197661,4263,70.3,1.3,9557,1532,3.4,0.5,56434,3647,20.1,1.3,54466,3593,(X),(X),26,44,0.0,0.1,27557,2808,50.6,3.4,26883,2303,49.4,3.4,85495,3815,(X),(X),273,255,0.3,0.3,63718,3815,74.5,2.7,21504,2436,25.2,2.7,141280,3892,(X),(X),91,110,0.1,0.1,133142,3806,94.2,1.0,8047,1456,5.7,1.0
0500000US12001,12001,"Alachua County, Florida",94428,3539,(X),(X),85282,3435,90.3,1.4,74244,3141,78.6,2.2,7485,1164,7.9,1.3,74342,3767,78.7,2.1,5444,1253,5.8,1.3,58105,3527,61.5,2.7,1500,547,1.6,0.6,2189,739,2.3,0.8,0,221,0.0,0.2,9146,1342,9.7,1.4,78650,3330,83.3,1.8,264,181,0.3,0.2,78386,3357,83.0,1.8,69778,3526,73.9,2.4,8186,1483,8.7,1.5,67510,3395,71.5,2.2,4016,960,4.3,1.0,15778,1811,16.7,1.8,23373,2364,(X),(X),83,142,0.4,0.6,15668,1981,67.0,5.1,7622,1390,32.6,4.9,44302,2881,(X),(X),157,113,0.4,0.3,37131,2735,83.8,2.6,7014,1209,15.8,2.6,26753,2203,(X),(X),24,39,0.1,0.1,25587,2061,95.6,1.8,1142,512,4.3,1.8
0500000US12005,12005,"Bay County, Florida",70330,2729,(X),(X),63986,2831,91.0,1.8,53324,2745,75.8,2.7,5805,1089,8.3,1.5,54110,2889,76.9,2.8,5974,1354,8.5,1.8,39709,2305,56.5,2.7,1338,743,1.9,1.0,1677,631,2.4,0.9,36,61,0.1,0.1,6344,1274,9.0,1.8,59937,2756,85.2,2.2,279,169,0.4,0.2,59658,2806,84.8,2.2,50736,2815,72.1,2.9,10413,1766,14.8,2.4,48140,2646,68.4,2.7,3480,994,4.9,1.4,10393,1609,14.8,2.2,13332,1974,(X),(X),20,35,0.2,0.3,8172,1613,61.3,7.2,5140,1170,38.6,7.2,35437,2750,(X),(X),217,166,0.6,0.5,30908,2470,87.2,2.8,4312,1105,12.2,2.8,21561,1911,(X),(X),42,75,0.2,0.3,20578,1872,95.4,2.0,941,429,4.4,2.0
0500000US12009,12009,"Brevard County, Florida",226021,4123,(X),(X),206379,4509,91.3,1.1,187971,4391,83.2,1.3,24456,2264,10.8,1.0,169185,4844,74.9,1.5,10596,1837,4.7,0.8,138401,4407,61.2,1.6,2336,756,1.0,0.3,6762,1332,3.0,0.6,74,123,0.0,0.1,19642,2440,8.7,1.1,196633,4669,87.0,1.2,952,421,0.4,0.2,195681,4638,86.6,1.2,159549,5008,70.6,1.6,15636,2069,6.9,0.9,174595,4664,77.2,1.5,11744,1577,5.2,0.7,29388,2783,13.0,1.2,39421,3246,(X),(X),86,102,0.2,0.3,27688,2859,70.2,4.0,11647,1804,29.5,4.0,113060,4219,(X),(X),866,430,0.8,0.4,97160,4314,85.9,1.7,15034,1941,13.3,1.7,73540,3266,(X),(X),0,221,0.0,0.3,70833,3312,96.3,1.0,2707,697,3.7,1.0
0500000US12011,12011,"Broward County, Florida",681474,7066,(X),(X),631091,7613,92.6,0.6,559810,7079,82.1,0.7,43421,3036,6.4,0.5,562829,8112,82.6,0.6,44902,4081,6.6,0.6,419629,8697,61.6,1.0,5615,1098,0.8,0.2,28026,2671,4.1,0.4,114,138,0.0,0.1,50383,3822,7.4,0.6,563887,7531,82.7,0.7,1816,514,0.3,0.1,562071,7497,82.5,0.7,496563,8399,72.9,1.0,62972,4195,9.2,0.6,483372,7781,70.9,0.9,39755,3286,5.8,0.5,117587,5054,17.3,0.7,111408,5975,(X),(X),252,242,0.2,0.2,70552,4411,63.3,2.5,40604,3697,36.4,2.5,325604,8828,(X),(X),1260,492,0.4,0.2,262366,7530,80.6,1.2,61978,4501,19.0,1.2,244462,7000,(X),(X),304,182,0.1,0.1,229153,6256,93.7,0.9,15005,2406,6.1,0.9
0500000US12015,12015,"Charlotte County, Florida",75147,2941,(X),(X),68520,3054,91.2,1.8,60289,2919,80.2,2.5,9911,1498,13.2,1.9,51245,2555,68.2,2.3,2846,984,3.8,1.3,42591,2499,56.7,2.7,1884,788,2.5,1.0,1830,679,2.4,0.9,0,221,0.0,0.3,6627,1363,8.8,1.8,64121,2979,85.3,2.3,674,400,0.9,0.5,63447,3009,84.4,2.3,49400,2812,65.7,2.6,6309,1240,8.4,1.6,54602,2812,72.7,2.6,4188,868,5.6,1.1,11026,1759,14.7,2.3,13546,1745,(X),(X),237,210,1.7,1.5,9910,1511,73.2,5.5,3399,865,25.1,5.7,41939,2564,(X),(X),215,184,0.5,0.4,34672,2469,82.7,3.3,7052,1450,16.8,3.2,19662,1829,(X),(X),222,288,1.1,1.4,18865,1824,95.9,2.0,575,293,2.9,1.5
0500000US12017,12017,"Citrus County, Florida",63581,2500,(X),(X),55340,2712,87.0,2.5,49494,2698,77.8,3.0,9741,1599,15.3,2.4,40106,2683,63.1,3.2,3860,1129,6.1,1.7,31331,2515,49.3,3.5,856,483,1.3,0.8,1462,612,2.3,1.0,0,221,0.0,0.3,8241,1641,13.0,2.5,51183,2844,80.5,3.2,330,295,0.5,0.5,50853,2821,80.0,3.2,35245,2944,55.4,4.0,6362,1407,10.0,2.2,42061,2442,66.2,2.8,3723,1065,5.9,1.7,12398,2094,19.5,3.2,14430,1763,(X),(X),0,221,0.0,1.4,8558,1479,59.3,8.5,5872,1531,40.7,8.5,37502,2576,(X),(X),330,295,0.9,0.8,32352,2549,86.3,3.2,4820,1272,12.9,3.3,11649,1816,(X),(X),0,221,0.0,1.7,9943,1476,85.4,9.0,1706,1173,14.6,9.0
0500000US12019,12019,"Clay County, Florida",74130,1242,(X),(X),69251,1640,93.4,1.6,61392,2223,82.8,2.7,8128,1457,11.0,2.0,58279,2465,78.6,2.9,4209,1204,5.7,1.6,44559,2723,60.1,3.3,305,177,0.4,0.2,1996,823,2.7,1.1,0,221,0.0,0.3,4879,1157,6.6,1.6,66053,2006,89.1,2.1,154,216,0.2,0.3,65899,1978,88.9,2.1,55817,2458,75.3,3.0,8984,2058,12.1,2.8,53954,2800,72.8,3.5,4782,1188,6.5,1.6,8077,1522,10.9,2.1,8835,1887,(X),(X),0,221,0.0,2.3,6925,1663,78.4,8.4,1910,831,21.6,8.4,37012,2744,(X),(X),154,216,0.4,0.6,31891,2735,86.2,3.0,4967,1129,13.4,3.0,28283,2545,(X),(X),0,221,0.0,0.7,27083,2586,95.8,2.2,1200,629,4.2,2.2
0500000US12021,12021,"Collier County, Florida",139522,4307,(X),(X),130083,4444,93.2,1.1,114117,4066,81.8,1.8,13885,2010,10.0,1.4,108582,4628,77.8,1.9,8664,1618,6.2,1.1,84487,3938,60.6,2.3,1967,682,1.4,0.5,4322,1092,3.1,0.8,0,221,0.0,0.1,9439,1568,6.8,1.1,118128,4385,84.7,1.5,996,848,0.7,0.6,117132,4432,84.0,1.5,100375,4006,71.9,1.8,10393,1423,7.4,1.0,104490,4362,74.9,1.7,6514,1285,4.7,0.9,21394,2119,15.3,1.5,16056,2153,(X),(X),134,167,0.8,1.0,10686,1765,66.6,6.3,5236,1200,32.6,6.2,65747,4179,(X),(X),807,862,1.2,1.3,53239,3812,81.0,2.6,11701,1778,17.8,2.3,57719,3567,(X),(X),55,91,0.1,0.2,53207,3318,92.2,2.2,4457,1338,7.7,2.2
0500000US12023,12023,"Columbia County, Florida",24215,1165,(X),(X),21166,1349,87.4,3.7,16095,1405,66.5,5.0,2424,758,10.0,3.1,17362,1488,71.7,4.7,3741,1060,15.4,4.2,10670,1300,44.1,4.8,266,168,1.1,0.7,1013,556,4.2,2.3,0,221,0.0,0.8,3049,902,12.6,3.7,19749,1452,81.6,4.5,144,141,0.6,0.6,19605,1446,81.0,4.5,17227,1384,71.1,4.6,5497,1238,22.7,4.7,11747,1347,48.5,5.3,2672,837,11.0,3.4,4466,1122,18.4,4.5,4810,1190,(X),(X),0,221,0.0,4.1,2992,1148,62.2,15.2,1818,764,37.8,15.2,13643,1438,(X),(X),144,141,1.1,1.0,11041,1244,80.9,5.5,2458,837,18.0,5.4,5762,1108,(X),(X),0,221,0.0,3.4,5572,1097,96.7,3.6,190,210,3.3,3.6
0500000US12031,12031,"Duval County, Florida",353946,4959,(X),(X),320979,5207,90.7,0.9,271789,4664,76.8,1.2,24155,2380,6.8,0.7,283249,5574,80.0,1.1,33404,3184,9.4,0.9,191509,5507,54.1,1.3,3039,904,0.9,0.3,25594,3544,7.2,1.0,247,253,0.1,0.1,32967,3089,9.3,0.9,289773,5012,81.9,1.1,975,474,0.3,0.1,288798,4993,81.6,1.1,228138,5294,64.5,1.2,38814,3677,11.0,1.0,242543,5785,68.5,1.5,16833,1850,4.8,0.5,64173,4166,18.1,1.1,56813,4262,(X),(X),148,171,0.3,0.3,33067,3458,58.2,4.1,23598,2840,41.5,4.0,181697,5988,(X),(X),678,399,0.4,0.2,146820,5485,80.8,1.5,34199,3079,18.8,1.5,115436,5045,(X),(X),149,169,0.1,0.1,108911,5011,94.3,1.3,6376,1561,5.5,1.3
0500000US12033,12033,"Escambia County, Florida",118702,2712,(X),(X),106779,2981,90.0,1.2,96334,2949,81.2,1.5,10715,1411,9.0,1.1,91597,2857,77.2,1.7,5863,1370,4.9,1.1,65163,3707,54.9,3.0,667,332,0.6,0.3,2407,741,2.0,0.6,0,221,0.0,0.2,11923,1460,10.0,1.2,99523,3024,83.8,1.8,370,239,0.3,0.2,99153,3006,83.5,1.8,82787,3475,69.7,2.3,9487,1453,8.0,1.2,86328,3345,72.7,2.2,6018,1221,5.1,1.0,19179,2210,16.2,1.8,18365,1965,(X),(X),67,110,0.4,0.6,10240,1489,55.8,4.9,8058,1189,43.9,4.9,70463,3501,(X),(X),303,209,0.4,0.3,60372,3390,85.7,2.3,9788,1740,13.9,2.4,29874,2356,(X),(X),0,221,0.0,0.7,28541,2342,95.5,2.1,1333,642,4.5,2.1
0500000US12035,12035,"Flagler County, Florida",41311,1902,(X),(X),36319,1850,87.9,2.5,33632,1683,81.4,3.0,5686,1300,13.8,3.1,27595,1904,66.8,3.6,1348,600,3.3,1.4,19527,2148,47.3,4.8,441,317,1.1,0.8,1109,441,2.7,1.1,0,221,0.0,0.5,4992,1085,12.1,2.5,32112,2022,77.7,3.9,188,162,0.5,0.4,31924,2009,77.3,3.8,22351,2046,54.1,4.6,3590,923,8.7,2.2,26856,1784,65.0,3.8,2068,696,5.0,1.6,9199,1707,22.3,3.9,6691,1285,(X),(X),64,105,1.0,1.6,3793,968,56.7,11.7,2834,1024,42.4,11.7,23068,1780,(X),(X),124,110,0.5,0.5,17179,1590,74.5,5.4,5765,1416,25.0,5.4,11552,1599,(X),(X),0,221,0.0,1.7,10952,1610,94.8,3.8,600,435,5.2,3.8
0500000US12053,12053,"Hernando County, Florida",74262,2002,(X),(X),67345,2021,90.7,1.6,60293,2031,81.2,2.0,7884,1190,10.6,1.6,53210,2314,71.7,2.3,3358,870,4.5,1.1,45913,2028,61.8,2.5,1135,435,1.5,0.6,1614,478,2.2,0.6,112,143,0.2,0.2,6917,1266,9.3,1.6,61470,2345,82.8,2.5,145,144,0.2,0.2,61325,2316,82.6,2.4,49206,2366,66.3,2.6,5138,1074,6.9,1.4,54509,2426,73.4,2.8,2761,720,3.7,1.0,12792,1885,17.2,2.5,13956,1316,(X),(X),0,221,0.0,1.4,9117,1361,65.3,6.5,4839,930,34.7,6.5,39624,2411,(X),(X),107,128,0.3,0.3,32952,2227,83.2,3.5,6565,1544,16.6,3.6,20682,1963,(X),(X),38,65,0.2,0.3,19256,1964,93.1,3.4,1388,727,6.7,3.5
0500000US12055,12055,"Highlands County, Florida",38808,2109,(X),(X),29926,2031,77.1,3.6,25718,1753,66.3,3.7,4702,1074,12.1,2.8,22048,2247,56.8,4.3,2405,807,6.2,2.0,17347,1761,44.7,3.9,699,371,1.8,0.9,787,484,2.0,1.3,52,89,0.1,0.2,8882,1526,22.9,3.6,27647,1942,71.2,3.5,613,374,1.6,1.0,27034,2041,69.7,3.7,20973,2222,54.0,4.4,4936,1106,12.7,2.7,20495,1727,52.8,3.4,2491,735,6.4,1.9,11161,1545,28.8,3.5,9114,1476,(X),(X),114,163,1.3,1.8,5320,1135,58.4,8.8,3680,1015,40.4,8.6,24264,2047,(X),(X),404,284,1.7,1.2,17147,1921,70.7,5.2,6713,1358,27.7,4.9,5430,1355,(X),(X),95,163,1.7,3.0,4567,1154,84.1,9.1,768,551,14.1,9.0
0500000US12057,12057,"Hillsborough County, Florida",514487,5129,(X),(X),476499,6329,92.6,0.6,419343,6475,81.5,0.8,35401,2429,6.9,0.5,421437,6633,81.9,0.8,35859,3164,7.0,0.6,319774,6977,62.2,1.1,4250,796,0.8,0.2,21422,2557,4.2,0.5,95,110,0.0,0.1,37988,3207,7.4,0.6,443610,6655,86.2,0.9,1323,454,0.3,0.1,442287,6635,86.0,0.9,378324,5978,73.5,0.9,50473,3771,9.8,0.7,384776,6852,74.8,0.9,16348,2102,3.2,0.4,70877,4402,13.8,0.9,84006,4153,(X),(X),184,156,0.2,0.2,54137,3376,64.4,2.7,29685,2796,35.3,2.7,248585,6004,(X),(X),926,366,0.4,0.1,214702,5894,86.4,1.1,32957,2974,13.3,1.2,181896,5288,(X),(X),213,315,0.1,0.2,173448,5213,95.4,0.9,8235,1569,4.5,0.8
0500000US12061,12061,"Indian River County, Florida",55427,2857,(X),(X),48181,2809,86.9,2.5,44372,2721,80.1,2.8,7317,1356,13.2,2.3,34815,2581,62.8,3.2,1413,643,2.5,1.1,30995,2165,55.9,3.3,781,469,1.4,0.8,4449,1584,8.0,2.7,0,221,0.0,0.4,7246,1454,13.1,2.5,46007,2709,83.0,2.8,79,96,0.1,0.2,45928,2711,82.9,2.8,33415,2227,60.3,3.4,3780,980,6.8,1.7,41132,2567,74.2,3.0,2854,701,5.1,1.2,9420,1685,17.0,2.8,9765,1562,(X),(X),28,47,0.3,0.5,5113,1031,52.4,9.9,4624,1400,47.4,9.9,28159,2938,(X),(X),51,84,0.2,0.3,23844,2561,84.7,3.4,4264,1118,15.1,3.4,17503,1886,(X),(X),0,221,0.0,1.1,16971,1881,97.0,2.0,532,357,3.0,2.0
0500000US12069,12069,"Lake County, Florida",128888,3114,(X),(X),115676,3028,89.7,1.5,105535,3241,81.9,1.9,14703,1807,11.4,1.4,93956,3278,72.9,1.8,6240,1545,4.8,1.2,73235,3093,56.8,2.2,773,298,0.6,0.2,2041,752,1.6,0.6,0,221,0.0,0.2,13212,2003,10.3,1.5,108709,3161,84.3,1.7,682,457,0.5,0.4,108027,3133,83.8,1.7,89065,3303,69.1,2.0,13116,1660,10.2,1.2,89928,3203,69.8,2.1,7456,1238,5.8,1.0,20179,2327,15.7,1.7,20316,2569,(X),(X),0,221,0.0,1.0,13317,1924,65.5,5.3,6999,1460,34.5,5.3,69877,4001,(X),(X),508,413,0.7,0.6,58860,3643,84.2,2.7,10509,2005,15.0,2.6,38695,3040,(X),(X),174,173,0.4,0.4,35850,2862,92.6,2.3,2671,930,6.9,2.3
